dataset,method,fitness_rule,fitness,ACC,MCC,avg_odds_diff,stat_par_diff,eq_opp_diff,solution
adult_dataset_reader,ftl_mlp_auto_reg_initializer,mcc_parity,0.4782053910231412,0.8444444444444444,0.5442563173599927,0.0957758831779479,0.0660509263368514,0.1872650174251918,"{'l2': 0.001, 'corr_type': 'spearman', 'privileged_demotion': 0.3325834711124398, 'privileged_promotion': 0.05316267635542919, 'protected_demotion': 0.08637648862962718, 'protected_promotion': 0.3747047335835462}"
adult_dataset_reader,ftl_mlp_auto_reg_initializer,mcc_odds,0.4997294189776839,0.8411276948590382,0.5809178849720792,0.0811884659943951,0.1664712670847179,0.0873847224103328,"{'l2': 0.001, 'corr_type': 'spearman', 'privileged_demotion': 0.1285458682506918, 'privileged_promotion': 0.2029262586352044, 'protected_demotion': 0.09302125119337983, 'protected_promotion': 0.5136270660928729}"
adult_dataset_reader,ftl_mlp_auto_reg_initializer,mcc_opportunity,0.4545867486918284,0.844555002763958,0.5582329816756009,0.0671782004125683,0.1125884752269364,0.1036462329837724,"{'l2': 0.001, 'corr_type': 'spearman', 'privileged_demotion': 0.11443593917016204, 'privileged_promotion': 0.08073032498100863, 'protected_demotion': 0.01736856166391565, 'protected_promotion': 0.9822965704851875}"
adult_dataset_reader,ftl_mlp_auto_reg_initializer,acc_parity,0.824482055624518,0.8329463792150359,0.501012926392182,0.1776402760361619,0.0084643235905178,0.3113008428993559,"{'l2': 0.0001, 'corr_type': 'spearman', 'privileged_demotion': 0.38042713870044, 'privileged_promotion': 0.07004536363672172, 'protected_demotion': 0.05276026592103413, 'protected_promotion': 0.6362020214960403}"
adult_dataset_reader,ftl_mlp_auto_reg_initializer,acc_odds,0.8097712965113026,0.8424543946932007,0.535260305496948,0.032683098181898,0.0940554689889017,0.0438388534689775,"{'l2': 0.0001, 'corr_type': 'pearson', 'privileged_demotion': 0.44551473904870026, 'privileged_promotion': 0.14318031748154392, 'protected_demotion': 0.44950591107530014, 'protected_promotion': 0.5239564632523361}"
adult_dataset_reader,ftl_mlp_auto_reg_initializer,acc_opportunity,0.8441119581665486,0.8474295190713101,0.5905766265238783,0.0515167866224277,0.1950868796545448,0.0033175609047615,"{'l2': 0.001, 'corr_type': 'spearman', 'privileged_demotion': 0.2618580473167311, 'privileged_promotion': 0.35813345278795555, 'protected_demotion': 0.15507024659652305, 'protected_promotion': 0.4494931854232467}"
bank_dataset_reader,ftl_mlp_auto_reg_initializer,mcc_parity,0.5301072427866658,0.8604460478845524,0.56371599168013,0.1985599146972725,0.0336087488934641,0.3445032333921223,"{'l2': 0.0001, 'corr_type': 'none', 'privileged_demotion': 0.08527230053080768, 'privileged_promotion': 0.7262843926169396, 'protected_demotion': 0.49330565540230153, 'protected_promotion': 0.4451367605183938}"
bank_dataset_reader,ftl_mlp_auto_reg_initializer,mcc_odds,0.5320277003960278,0.8822564775336176,0.5976896751002301,0.0656619747042023,0.0996109170968721,0.0710526315789473,"{'l2': 0.01, 'corr_type': 'spearman', 'privileged_demotion': 0.04390144981811219, 'privileged_promotion': 0.5168361947842043, 'protected_demotion': 0.12589015020365796, 'protected_promotion': 0.3223470531612116}"
bank_dataset_reader,ftl_mlp_auto_reg_initializer,mcc_opportunity,0.4186004322692345,0.8973433912758282,0.5617410218383955,0.1000046913295176,0.1625434690878403,0.1431405895691609,"{'l2': 0.01, 'corr_type': 'spearman', 'privileged_demotion': 0.16565904009445284, 'privileged_promotion': 0.3710016866760565, 'protected_demotion': 0.44075142292236114, 'protected_promotion': 0.5665558565754059}"
bank_dataset_reader,ftl_mlp_auto_reg_initializer,acc_parity,0.8842011357265483,0.8979993440472286,0.5185646663091655,0.0672989875668164,0.0137982083206802,0.1325439953935293,"{'l2': 0.0001, 'corr_type': 'none', 'privileged_demotion': 0.364781232352166, 'privileged_promotion': 0.44415619030427494, 'protected_demotion': 0.43519344442989394, 'protected_promotion': 0.12332187642970849}"
bank_dataset_reader,ftl_mlp_auto_reg_initializer,acc_odds,0.8738930796982617,0.8738930796982617,0.0,0.0,0.0,0.0,"{'l2': 0.01, 'corr_type': 'spearman', 'privileged_demotion': 0.5967979028766777, 'privileged_promotion': 0.0015370387348172358, 'protected_demotion': 0.5992250615816415, 'protected_promotion': 0.3167118618318777}"
bank_dataset_reader,ftl_mlp_auto_reg_initializer,acc_opportunity,0.8761889143981634,0.8761889143981634,0.0,0.0,0.0,0.0,"{'l2': 0.001, 'corr_type': 'none', 'privileged_demotion': 0.5101796777647647, 'privileged_promotion': 0.3214328222265831, 'protected_demotion': 0.43214111735128824, 'protected_promotion': 0.29531329708457105}"
compas_dataset_reader,ftl_mlp_auto_reg_initializer,mcc_parity,0.2152749730523645,0.6450567260940032,0.3096451503661558,0.0699056146766052,0.0943701773137912,0.0264778960198771,"{'l2': 0.01, 'corr_type': 'pearson', 'privileged_demotion': 0.59641773462966, 'privileged_promotion': 0.18473542164588358, 'protected_demotion': 0.4975535196829911, 'protected_promotion': 0.3598943025614785}"
compas_dataset_reader,ftl_mlp_auto_reg_initializer,mcc_odds,0.2288369022326213,0.6418152350081038,0.2812107951163461,0.0523738928837247,0.0648627045326312,0.0642626954102363,"{'l2': 0.01, 'corr_type': 'spearman', 'privileged_demotion': 0.5420755291312777, 'privileged_promotion': 0.24702444279483574, 'protected_demotion': 0.4798436399113786, 'protected_promotion': 0.4538587943519629}"
